queue_order,person_id,province,excel_row,identity_resolution,candidate_names,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
673,FC2515-P10-R0492,江苏,492,CURRENT_ROLE_CONFIRMED_WITH_ROLE_HISTORY_BRIDGE,奚爱国,中国国民党革命委员会江苏省委员会,副主委,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.minge.gov.cn/n1/2026/0803/c415693-40773119.html,
674,FC2515-P10-R0493,江苏,493,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,高飞,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
675,FC2515-P10-R0496,江苏,496,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,高晓东,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
676,FC2515-P10-R0498,江苏,498,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,郭东升,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.jssh.org.cn/zzjg/czwmd/,"郭东升 is absent from both the Sep-2026 Jiangsu standing-committee roster and the updated Sep-2026 executive roster. Earlier 2026 federation-role material is superseded by the newer official composition pages, and no post-change current organization/title was safely established."
677,FC2515-P10-R0500,江苏,500,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,郭宏新,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
678,FC2515-P10-R0501,江苏,501,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,唐成杰,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
679,FC2515-P10-R0502,江苏,502,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,唐冠玉,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
680,FC2515-P10-R0508,江苏,508,CURRENT_ROLE_CONFIRMED_WITH_ROLE_HISTORY_BRIDGE,黄一新,南京钢铁集团有限公司,党委书记、董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://njsteel.com.cn/BrandCulture/ShowContentDetail1?contentId=5a311549-fddb-4437-9603-0f569a8c70a2&currentCCId=f35ca146-6316-4688-9824-1c5e298808ac&index=2&parentCCId=5844302e-49e9-48b0-9c3b-eba00217a532,
681,FC2515-P10-R0509,江苏,509,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,黄东峰,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.jssh.org.cn/zzjg/czwmd/,黄东峰 appeared in the Jul-2026 Jiangsu executive roster but is absent from the updated Sep-2026 337-member executive roster and Sep standing roster. The July status is therefore not carried forward and no separate current role was safely established.
682,FC2515-P10-R0518,江苏,518,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,曹明拓,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
683,FC2515-P10-R0520,江苏,520,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,龚育才,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
684,FC2515-P10-R0522,江苏,522,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,崔根良,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
685,FC2515-P10-R0523,江苏,523,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,康往东,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
686,FC2515-P10-R0525,江苏,525,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,梁勤,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
687,FC2515-P10-R0526,江苏,526,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,梁泽泉,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
688,FC2515-P10-R0529,江苏,529,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,董力源,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
689,FC2515-P10-R0530,江苏,530,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,蒋立,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
690,FC2515-P10-R0532,江苏,532,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,蒋东良,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
691,FC2515-P10-R0534,江苏,534,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,蒋学明,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
692,FC2515-P10-R0535,江苏,535,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,蒋承志,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
693,FC2515-P10-R0538,江苏,538,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,傅志伟,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
694,FC2515-P10-R0543,江苏,543,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,熊杰,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.jssh.org.cn/zzjg/czwmd/,"熊杰 is absent from both the Sep-2026 Jiangsu standing-committee roster and the updated Sep-2026 executive roster. March-2026 material still used the former federation role, but newer official composition evidence no longer supports it; no post-change current role was safely established."
695,FC2515-P10-R0544,江苏,544,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,缪文彬,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
696,FC2515-P10-R0545,江苏,545,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,缪汉根,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
697,FC2515-P10-R0547,江苏,547,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,潘骏,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
698,FC2515-P10-R0548,江苏,548,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,潘卫国,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
699,FC2515-P10-R0549,江苏,549,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,薛驰,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
700,FC2515-P10-R0553,江苏,553,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,戴凌云,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
701,FC2515-P11-R0002,浙江,2,CURRENT_ROLE_CONFIRMED_WITH_ROLE_HISTORY_BRIDGE,王建沂,富通集团有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.cwc.net.cn/tradeleads/show-8401.html,
702,FC2515-P11-R0003,浙江,3,CURRENT_ROLE_CONFIRMED_WITH_ROLE_HISTORY_BRIDGE,徐国龙,中共浙江省委金融委员会办公室 / 中共浙江省委金融工作委员会,常务副主任 / 常务副书记,CURRENT_ORG_TITLE_CONFIRMED,A,https://sjrb.zj.gov.cn/art/2026/3/19/art_1370340_58717113.html,
703,FC2515-P11-R0004,浙江,4,CURRENT_ROLE_CONFIRMED_WITH_ROLE_HISTORY_BRIDGE,蔡晓春,浙商研究中心,副主任,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.ctsec.com/company/detail/9317507,
704,FC2515-P11-R0005,浙江,5,CURRENT_ROLE_CONFIRMED_WITH_ROLE_HISTORY_BRIDGE,徐燕峰,浙江省农业农村厅,副厅长,CURRENT_ORG_TITLE_CONFIRMED,A,https://cnrri.caas.cn/bsdt/607b21a0282747a28403d60661cc5233.htm,
705,FC2515-P11-R0006,浙江,6,CURRENT_ROLE_CONFIRMED_WITH_ROLE_HISTORY_BRIDGE,元成茂,浙江省工商业联合会 / 浙江省商会,党组成员、副主席 / 副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
706,FC2515-P11-R0007,浙江,7,CURRENT_ROLE_CONFIRMED_WITH_ROLE_HISTORY_BRIDGE,林建良,浙江省工商业联合会 / 浙江省商会,党组成员、副主席 / 副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
707,FC2515-P11-R0008,浙江,8,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,吕晓峰,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.zjfic.org.cn/col/col1620079/index.html,"吕晓峰 is anchored by the 2022 ACFIC Zhejiang election roster, but he is absent from the live Zhejiang federation leadership page and targeted 2026 searches did not establish a sufficiently current replacement organization/title. Older 2023 federation/浙商总会 roles were not carried forward."
708,FC2515-P11-R0009,浙江,9,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,李书福,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
709,FC2515-P11-R0010,浙江,10,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,张天任,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
710,FC2515-P11-R0011,浙江,11,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,王世民,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
711,FC2515-P11-R0012,浙江,12,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,冯仁强,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
712,FC2515-P11-R0013,浙江,13,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,宋汉平,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
713,FC2515-P11-R0014,浙江,14,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,林俊波,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
714,FC2515-P11-R0015,浙江,15,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,鲁伟鼎,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
715,FC2515-P11-R0016,浙江,16,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,徐爱华,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
716,FC2515-P11-R0017,浙江,17,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,赖梅松,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
717,FC2515-P11-R0018,浙江,18,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,屠红燕,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
718,FC2515-P11-R0019,浙江,19,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,陈建成,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
719,FC2515-P11-R0020,浙江,20,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,张晓平,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
720,FC2515-P11-R0021,浙江,21,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,宗馥莉,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
721,FC2515-P11-R0022,浙江,22,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,胡季强,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
722,FC2515-P11-R0023,浙江,23,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,陈仲尼,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
723,FC2515-P11-R0024,浙江,24,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,王达武,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
724,FC2515-P11-R0025,浙江,25,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,叶辽宁,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
725,FC2515-P11-R0026,浙江,26,CURRENT_ROLE_CONFIRMED_WITH_CONTEXT_BRIDGE,徐国龙,中共浙江省委金融委员会办公室 / 中共浙江省委金融工作委员会,常务副主任 / 常务副书记,CURRENT_ORG_TITLE_CONFIRMED,A,https://sjrb.zj.gov.cn/art/2026/3/19/art_1370340_58717113.html,
726,FC2515-P11-R0027,浙江,27,CURRENT_ROLE_CONFIRMED_WITH_CONTEXT_BRIDGE,蔡晓春,浙商研究中心,副主任,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.ctsec.com/company/detail/9317507,
727,FC2515-P11-R0028,浙江,28,CURRENT_ROLE_CONFIRMED_WITH_CONTEXT_BRIDGE,徐燕峰,浙江省农业农村厅,副厅长,CURRENT_ORG_TITLE_CONFIRMED,A,https://cnrri.caas.cn/bsdt/607b21a0282747a28403d60661cc5233.htm,
728,FC2515-P11-R0029,浙江,29,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,元成茂,浙江省工商业联合会 / 浙江省商会,党组成员、副主席 / 副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
729,FC2515-P11-R0030,浙江,30,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,林建良,浙江省工商业联合会 / 浙江省商会,党组成员、副主席 / 副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
730,FC2515-P11-R0031,浙江,31,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,吕晓峰,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.zjfic.org.cn/col/col1620079/index.html,吕晓峰 is anchored by the 2022 ACFIC Zhejiang election roster but is absent from the live 2026 provincial federation leadership page; no safe replacement current role was established.
731,FC2515-P11-R0032,浙江,32,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,励行根,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
732,FC2515-P11-R0033,浙江,33,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,王振滔,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
733,FC2515-P11-R0034,浙江,34,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,潘建清,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
734,FC2515-P11-R0035,浙江,35,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,仇建平,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
735,FC2515-P11-R0036,浙江,36,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,邵法平,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
736,FC2515-P11-R0037,浙江,37,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,蒋晓萌,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
737,FC2515-P11-R0038,浙江,38,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,余震,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
738,FC2515-P11-R0039,浙江,39,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,庄伟意,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
739,FC2515-P11-R0040,浙江,40,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,陈保华,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
740,FC2515-P11-R0041,浙江,41,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,陶晓莺,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
741,FC2515-P11-R0042,浙江,42,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,高兴江,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
742,FC2515-P11-R0043,浙江,43,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,田宁,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
743,FC2515-P11-R0044,浙江,44,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,张林松,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
744,FC2515-P11-R0045,浙江,45,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,陈频,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
745,FC2515-P11-R0046,浙江,46,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,詹洪良,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
746,FC2515-P11-R0047,浙江,47,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,张亚波,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
747,FC2515-P11-R0048,浙江,48,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,刘启宏,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
748,FC2515-P11-R0049,浙江,49,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,胡兴荣,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
749,FC2515-P11-R0050,浙江,50,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,方毅,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
750,FC2515-P11-R0051,浙江,51,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,黄军民,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
751,FC2515-P11-R0052,浙江,52,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,宋立,浙江省工商业联合会 / 浙江省商会,党组成员、秘书长 / 秘书长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
752,FC2515-P11-R0053,浙江,53,CURRENT_ROLE_CONFIRMED_WITH_CONTEXT_BRIDGE,丁列明,贝达药业股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.qxzh.zj.cn/art/2026/3/19/art_1228998548_58937010.html,
753,FC2515-P11-R0054,浙江,54,CURRENT_ROLE_CONFIRMED_WITH_CONTEXT_BRIDGE,丁泽成,浙江亚厦装饰股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://static.cninfo.com.cn/finalpage/2026-04-28/1225218703.PDF,
754,FC2515-P11-R0055,浙江,55,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,王炜,,,UNRESOLVED_CURRENT_ORG_TITLE,B,https://www.zjfic.org.cn/,王炜 is a high-frequency name; targeted Zhejiang/federation searches did not provide enough disambiguating keys for a current organization/title.
755,FC2515-P11-R0056,浙江,56,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,王文胜,,,UNRESOLVED_CURRENT_ORG_TITLE,B,https://www.zjfic.org.cn/,王文胜 is a high-frequency name; current web hits did not supply federation/province/organization-history linkage sufficient for a safe assignment.
756,FC2515-P11-R0057,浙江,57,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,王世民,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
757,FC2515-P11-R0058,浙江,58,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,王达武,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
758,FC2515-P11-R0059,浙江,59,CURRENT_ROLE_CONFIRMED_WITH_CONTEXT_BRIDGE,王克飞,西子清洁能源装备制造股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.xizice.com/news/831.html,
759,FC2515-P11-R0060,浙江,60,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,王建云,,,UNRESOLVED_CURRENT_ORG_TITLE,B,https://news.sina.com.cn/sx/2026-04-19/detail-inhuznpc9299936.shtml,"A 2026 report names a 宁波市工商联党组书记王建云, but the source row explicitly records 王建云(女) and no reliable bridge proves identity; the same-name role is rejected."
760,FC2515-P11-R0061,浙江,61,CURRENT_ROLE_CONFIRMED_WITH_CONTEXT_BRIDGE,王建沂,富通集团有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.cwc.net.cn/tradeleads/show-8401.html,
761,FC2515-P11-R0062,浙江,62,CURRENT_ROLE_CONFIRMED_WITH_CONTEXT_BRIDGE,王轶磊,广宇集团股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.sohu.com/a/1019929094_115377,
762,FC2515-P11-R0063,浙江,63,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,王振滔,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.zjfic.org.cn/col/col1620079/index.html,
763,FC2515-P11-R0064,浙江,64,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,王敏良,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://static.cninfo.com.cn/finalpage/2026-04-29/1225230252.PDF,"A 2026 filing confirms a 王敏良 in current 仙鹤股份 leadership, but no sufficiently strong federation-history bridge ties that public identity to this source 浙江省工商联常委 row."
